filename,id,DN,Surrounding,Cooling,full,Enrichment,Burnup,241Pu Mass,Bkg Count (700s),DN Theor. Uncert. (150+700),DN + Bkg MCNPX Uncert (300+1400),FC for each DN ,Source Adj. DN Ct.  (0-300s),Bkg Count (1400s.),Final DN ct. rate,244Cm Mass,DN Theor. Uncert. (300+1400),N (235U Mass),Nu bar,DN Ct. (200-300s),Bkg Count (150s),N (241Pu Mass),Bkg MCNPX Uncert,DN / Fission (%),238Pu Mass,DN + Bkg Theor. Uncert. (300+1400),Bkd Theor. Uncert. (700s) ,242Cm Yield,DN + Bkg Theor. Uncert. (150+700),CR,N (239Pu Mass),DN MCNPX Uncert. (300+1400),% Difference,FC mike,241Am Mass,DN Ct. (0-700s),FC with Mult., Prompt Neutron Source,242Pu Mass,Bkg MCNPX Uncert. (700s),DN + Bkg Ct. (150+700),Mult ^ q,240Pu Mass,DN Ct.  (0-300s),241Am Yield,Net Mult,#,MCNPX Uncert.,Net Mult.,MCNPX Uncert ,Theor. Uncert.,DN Count Rate w/ Mult.^2,Fission XC,240Pu Yield,Present FC,DN + Bkg MCNPX Uncert (150+700),PuEff Mass,242Pu Yield,238Pu Yield,FC w/ mult^2,Bkg MCNPX Uncert. (1400s),238U Mass,DN + Bkg Ct. (300+1400),239Pu Mass,Bkg Tally,242Cm Mass,244Cm Yield,DN Signal,q,Bkg Theor. Uncert. (1400s),Fissile Content,DN MCNPX Uncert. (150+700),235U Mass
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_45GWd_2pct_5yr_full.o,H2O_45GWd_2pct_5yr,-1,H2O,5,-1,2,45,617.5,267000000,23100,1390000,1870,1070000,533000000,7120,99.82,37100,1.72E+24,2.8,104000000,57100000,1.54E+24,0.0026,0,129.8,29100,16300,130000,16400,7120,6.05E+24,1390000,0,10,186.5,312000000,149.11,1080000000,610.3,693000,58200000,2.18,1399,296000000,220.07,1.74,34,19200,1.74,38000,17700,3270.61,1.01E-21,1430000,68.53,694000,68.5,1050000,336000,208.06,1390000,440400,845000000,2403,0.000352,0.00618,1080000000,1067485.37,1.4,23100,25,981000,670.7
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_45GWd_2pct_20yr_full.o,H2O_45GWd_2pct_20yr,-1,H2O,20,-1,2,45,299.2,138000000,16600,746000,1640,828000,276000000,5520,56.2,28200,1.72E+24,2.8,80300000,29600000,7.47E+23,0.0027,0,115.3,22800,11800,5700,11800,5520,6.05E+24,747000,0,16.7,496.2,242000000,108,610000000,610.2,373000,30400000,1.94,1440,230000000,585.52,1.61,35,15500,1.61,30800,15600,2843.85,1.01E-21,1470000,55.65,374000,55.7,1050000,299000,143.5,746000,440400,518000000,2402,0.000324,0.000272,607000000,827876.82,1.4,16600,12.1,528000,671.7
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_45GWd_2pct_80yr_full.o,H2O_45GWd_2pct_80yr,-1,H2O,80,-1,2,45,16.51,13600000,5280,80300,1480,676000,27200000,4510,5.65,15900,1.73E+24,2.8,65500000,2910000,4.12E+22,0.0028,0,71.76,15000,3690,4250,3780,4510,6.04E+24,84300,0,240,714.8,197000000,79.15,63700000,610.2,38100,3590000,1.79,1480,188000000,843.46,1.51,36,12900,1.51,25600,14100,2520.31,1.01E-21,1510000,44.27,44000,44.3,1050000,186000,101.53,76100,440400,224000000,2399,0.000305,0.000202,61000000,675900.39,1.4,5210,0.668,58200,675.8
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_45GWd_3pct_1yr_full.o,H2O_45GWd_3pct_1yr,-1,H2O,1,-1,3,45,756.3,227000000,21400,1140000,2290,1600000,455000000,10700,69.55,37100,4.81E+24,2.8,155000000,48700000,1.89E+24,0.0025,0,135,30400,15100,57200000,15100,10700,6.46E+24,1140000,0,6.75,58.43,467000000,272.72,811000000,470.8,568000,50300000,2.61,1316,444000000,68.95,1.98,37,27100,1.98,53700,21700,4091.62,1.01E-21,1340000,104.61,570000,105,810000,350000,411.22,1140000,438500,922000000,2566,0.0004,2.73,751000000,1600096.79,1.4,21300,30.6,805000,1876
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_45GWd_3pct_5yr_full.o,H2O_45GWd_3pct_5yr,-1,H2O,5,-1,3,45,623.4,173000000,18600,867000,2160,1420000,346000000,9490,59.68,33300,4.81E+24,2.8,138000000,37100000,1.56E+24,0.0025,0,133.4,27600,13200,122000,13200,9490,6.46E+24,868000,0,7.85,190.5,416000000,242.96,647000000,470.8,433000,38500000,2.45,1325,395000000,224.79,1.9,38,24100,1.9,47800,20400,3875.37,1.01E-21,1350000,99.23,435000,99.2,810000,346000,356.62,866000,438500,762000000,2566,0.000382,0.00579,645000000,1423356.53,1.4,18600,25.2,613000,1876
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_45GWd_3pct_20yr_full.o,H2O_45GWd_3pct_20yr,-1,H2O,20,-1,3,45,302.1,90300000,13500,471000,1920,1130000,181000000,7510,33.6,26300,4.81E+24,2.8,109000000,19300000,7.55E+23,0.0026,0,118.5,22600,9500,6690,9560,7510,6.46E+24,473000,0,14.5,503,329000000,187.93,365000000,470.8,235000,20500000,2.18,1349,313000000,593.54,1.74,39,19900,1.74,39500,18200,3446.84,1.01E-21,1380000,86.23,237000,86.2,810000,307000,262.42,469000,438500,510000000,2565,0.000353,0.000318,363000000,1126813.37,1.4,13400,12.2,334000,1877
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_45GWd_3pct_80yr_full.o,H2O_45GWd_3pct_80yr,-1,H2O,80,-1,3,45,16.66,9030000,4360,59000,1750,943000,18100000,6290,3.38,17700,4.82E+24,2.8,91400000,1930000,4.16E+22,0.0027,0,73.75,17200,3000,4980,3160,6290,6.45E+24,67800,0,236,723.5,275000000,150.03,38900000,470.8,24400,2880000,2.01,1370,262000000,853.73,1.65,40,16800,1.65,33300,16600,3131.27,1.01E-21,1400000,74.73,37700,74.7,810000,191000,202.26,48800,438500,293000000,2562,0.000332,0.000237,36500000,942931.91,1.4,4250,0.675,44900,1881
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_45GWd_4pct_1yr_full.o,H2O_45GWd_4pct_1yr,-1,H2O,1,-1,4,45,754.3,161000000,18000,970000,2760,2300000,322000000,15300,42.09,36300,9.92E+24,2.8,223000000,34500000,1.88E+24,0.003,0,129,31600,12700,50700000,12800,15300,6.98E+24,973000,0,6.13,60.63,673000000,476.23,507000000,359,483000,36800000,3.09,1230,639000000,71.54,2.24,41,38300,2.24,75900,26000,4970.57,1.01E-21,1250000,154.27,488000,154,617000,334000,772,967000,436000,995000000,2771,0.000454,2.41,455000000,2301601.79,1.4,18000,30.5,687000,3874
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_45GWd_4pct_5yr_full.o,H2O_45GWd_4pct_5yr,-1,H2O,5,-1,4,45,621.8,118000000,15500,714000,2610,2070000,237000000,13800,36.11,32900,9.93E+24,2.8,201000000,25400000,1.55E+24,0.003,0,127.3,29100,10900,110000,11000,13800,6.98E+24,717000,0,7.24,192.3,605000000,431.6,392000000,359,355000,27500000,2.9,1236,575000000,226.91,2.14,42,34500,2.14,68300,24600,4766.96,1.01E-21,1260000,148.93,360000,149,617000,330000,680.96,711000,436000,842000000,2771,0.000431,0.00522,390000000,2072186.09,1.4,15400,25.2,506000,3875
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_45GWd_4pct_20yr_full.o,H2O_45GWd_4pct_20yr,-1,H2O,20,-1,4,45,301.3,62100000,11200,315000,2350,1680000,124000000,11200,20.33,27200,9.93E+24,2.8,163000000,13300000,7.53E+23,0.0025,0,113.1,24800,7880,7790,7980,11200,6.98E+24,320000,0,13.9,504,490000000,350.13,222000000,359,155000,15000000,2.58,1249,466000000,594.72,1.97,43,28000,1.97,55500,22200,4343.92,1.01E-21,1270000,135.97,162000,136,617000,293000,525.16,310000,436000,614000000,2770,0.0004,0.000371,220000000,1677929.68,1.4,11100,12.2,225000,3876
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_45GWd_4pct_80yr_full.o,H2O_45GWd_4pct_80yr,-1,H2O,80,-1,4,45,16.61,6390000,3770,57700,2170,1430000,12800000,9530,2.04,21100,9.94E+24,2.8,139000000,1370000,4.15E+22,0.0026,0,70.39,20800,2530,5800,2800,9530,6.96E+24,74600,0,236,723.7,417000000,295.22,24200000,359,16600,2800000,2.37,1259,397000000,853.97,1.85,44,23800,1.85,47200,20500,4017.51,1.01E-21,1280000,124.48,44000,124,617000,182000,427.45,33200,436000,430000000,2765,0.000378,0.000276,22100000,1429245.2,1.4,3570,0.673,47000,3880
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_45GWd_5pct_1yr_full.o,H2O_45GWd_5pct_1yr,-1,H2O,1,-1,5,45,740.4,121000000,15600,708000,3310,3310000,241000000,22100,26.76,38100,1.67E+25,2.8,322000000,25800000,1.85E+24,0.0029,0,120.3,34800,11000,43700000,11100,22100,7.51E+24,716000,0,5.97,61.38,969000000,821.72,335000000,276,350000,29100000,3.75,1135,920000000,72.43,2.57,45,54700,2.57,108000,31200,5892.76,1.01E-21,1160000,219.14,362000,219,475000,312000,1447.85,699000,432800,1210000000,2983,0.000515,2.08,289000000,3314448.24,1.4,15500,30,503000,6530
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_45GWd_5pct_5yr_full.o,H2O_45GWd_5pct_5yr,-1,H2O,5,-1,5,45,610.3,86800000,13300,517000,3160,3010000,174000000,20100,22.96,35100,1.67E+25,2.8,293000000,18600000,1.52E+24,0.0029,0,118.5,32500,9320,96800,9480,20100,7.51E+24,530000,0,7.1,190.6,881000000,751.41,250000000,276,252000,21600000,3.51,1138,837000000,224.91,2.45,46,58700,2.45,117000,29700,5721.02,1.01E-21,1160000,213.9,271000,214,475000,307000,1287.48,503000,432800,1050000000,2983,0.000496,0.00461,248000000,3014672.26,1.4,13200,24.7,370000,6531
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_45GWd_5pct_20yr_full.o,H2O_45GWd_5pct_20yr,-1,H2O,20,-1,5,45,295.7,45400000,9650,284000,2870,2490000,90700000,16600,12.92,30200,1.67E+25,2.8,242000000,9720000,7.39E+23,0.003,0,105.3,28700,6740,8710,6920,16600,7.51E+24,295000,0,13.9,496.5,728000000,627.2,141000000,276,136000,12200000,3.12,1146,692000000,585.87,2.25,47,40800,2.25,81000,27000,5331.3,1.01E-21,1170000,201.17,153000,201,475000,273000,1021.06,272000,432800,819000000,2982,0.000458,0.000415,140000000,2493233.14,1.4,9520,12,205000,6532
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_45GWd_5pct_80yr_full.o,H2O_45GWd_5pct_80yr,-1,H2O,80,-1,5,45,16.3,4800000,3430,72100,2670,2160000,9600000,14400,1.3,25600,1.67E+25,2.8,210000000,1030000,4.07E+22,0.0025,0,65.55,25400,2190,6480,2640,14400,7.50E+24,99100,0,240,711.9,632000000,544.88,15900000,276,12000,3190000,2.87,1150,600000000,840.04,2.12,48,34300,2.12,68000,25200,5023.19,1.01E-21,1170000,189.92,59900,190,475000,170000,856,24000,432800,641000000,2977,0.000432,0.000309,14000000,2161728.81,1.4,3100,0.66,61100,6537
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_60GWd_2pct_1yr_full.o,H2O_60GWd_2pct_1yr,-1,H2O,1,-1,2,60,807.2,739000000,38500,1480000,1880,1080000,1480000000,7190,267.3,57200,6.47E+23,2.8,105000000,158000000,2.02E+24,0.001,0,194.4,42400,27200,78300000,27200,7190,6.13E+24,1480000,0,13.9,61.02,315000000,148.68,2970000000,879.8,739000,159000000,2.23,1494,299000000,72,1.77,49,19600,1.77,38800,17800,3223.69,1.01E-21,1520000,66.65,740000,66.7,1510000,503000,209.7,1480000,432800,1790000000,2435,0.000356,3.73,2890000000,1078642.01,1.4,38400,32.7,1050000,252.5
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_60GWd_2pct_5yr_full.o,H2O_60GWd_2pct_5yr,-1,H2O,5,-1,2,60,665.4,589000000,34300,3180000,1750,944000,1180000000,6300,229.3,51300,6.48E+23,2.8,91600000,126000000,1.66E+24,0.0027,0,191.9,38100,24300,163000,24300,6300,6.13E+24,3180000,0,14.9,202,276000000,127.06,2480000000,879.8,1590000,127000000,2.09,1531,262000000,238.36,1.69,50,21600,1.69,43000,16600,3018.62,1.01E-21,1560000,60.92,1590000,60.9,1510000,497000,174.12,3180000,432800,1450000000,2435,0.000339,0.00779,2480000000,944402.87,1.4,34300,26.9,2250000,252.8
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_60GWd_2pct_20yr_full.o,H2O_60GWd_2pct_20yr,-1,H2O,20,-1,2,60,322.4,305000000,24700,1710000,1530,719000,610000000,4790,129.1,37800,6.50E+23,2.8,69700000,65400000,8.05E+23,0.0028,0,170.5,28600,17500,6500,17500,4790,6.13E+24,1710000,0,21.1,535.6,210000000,87.11,1400000000,879.8,854000,66100000,1.85,1627,199000000,632.01,1.55,51,13800,1.55,27300,14500,2588.33,1.01E-21,1660000,47.05,854000,47,1510000,442000,113.42,1710000,432800,820000000,2434,0.000312,0.00031,1390000000,718842.41,1.4,24700,13.1,1210000,253.8
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_60GWd_2pct_80yr_full.o,H2O_60GWd_2pct_80yr,-1,H2O,80,-1,2,60,17.81,29500000,7720,167000,1370,579000,59000000,3860,12.97,17000,6.61E+23,2.8,56100000,6320000,4.45E+22,0.0028,0,106.1,15100,5430,4840,5490,3860,6.12E+24,168000,0,228,771.1,169000000,59.21,144000000,879.8,82600,6900000,1.7,1730,161000000,909.9,1.46,52,11600,1.46,22900,13000,2267.34,1.01E-21,1760000,34.78,85000,34.8,1510000,275000,74.39,165000,432800,228000000,2431,0.000294,0.000231,140000000,579084.64,1.4,7680,0.721,119000,257.9
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_60GWd_3pct_1yr_full.o,H2O_60GWd_3pct_1yr,-1,H2O,1,-1,3,60,842.5,552000000,33200,2870000,2030,1260000,1100000000,8390,188.3,50800,2.14E+24,2.8,122000000,118000000,2.10E+24,0.0026,0,222,38400,23500,81900000,23500,8390,6.45E+24,2880000,0,7.66,66.31,367000000,197.21,2120000000,754.4,1440000,120000000,2.36,1490,349000000,78.25,1.85,53,65300,1.85,130000,19200,3546.69,1.01E-21,1520000,83.39,1440000,83.4,1300000,575000,285.2,2870000,431200,1470000000,2561,0.000372,3.9,2030000000,1258129.26,1.4,33200,34.1,2030000,836.9
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_60GWd_3pct_5yr_full.o,H2O_60GWd_3pct_5yr,-1,H2O,5,-1,3,60,694.5,435000000,29500,2260000,1900,1100000,871000000,7330,161.5,45400,2.14E+24,2.8,107000000,93300000,1.73E+24,0.0026,0,218.9,34500,20900,172000,20900,7330,6.45E+24,2260000,0,8.65,213.4,321000000,171.04,1750000000,754.3,1130000,94400000,2.21,1515,305000000,251.81,1.76,54,19700,1.76,39000,18000,3318.26,1.01E-21,1550000,77.41,1130000,77.4,1300000,567000,240.24,2260000,431200,1190000000,2561,0.000356,0.0082,1740000000,1099782.67,1.4,29500,28.1,1600000,837.2
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_60GWd_3pct_20yr_full.o,H2O_60GWd_3pct_20yr,-1,H2O,20,-1,3,60,336.5,225000000,21200,1210000,1660,846000,449000000,5640,90.96,33900,2.15E+24,2.8,82000000,48100000,8.41E+23,0.0027,0,194.4,26400,15000,7820,15000,5640,6.45E+24,1210000,0,14.6,561.6,247000000,123.03,986000000,754.3,606000,49000000,1.96,1582,235000000,662.69,1.61,55,15800,1.61,31400,15700,2884.73,1.01E-21,1610000,62.93,607000,62.9,1300000,503000,163.99,1210000,431200,696000000,2560,0.000326,0.000372,982000000,846007.27,1.4,21200,13.6,858000,838.3
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_60GWd_3pct_80yr_full.o,H2O_60GWd_3pct_80yr,-1,H2O,80,-1,3,60,18.58,21800000,6660,125000,1490,686000,43600000,4570,9.14,17000,2.16E+24,2.8,66500000,4680000,4.64E+22,0.0028,0,121,15600,4670,5820,4740,4570,6.44E+24,128000,0,213,807.1,200000000,90.03,102000000,754.3,61100,5360000,1.8,1653,190000000,952.38,1.52,56,13000,1.52,25900,14200,2545.77,1.01E-21,1690000,50.12,65000,50.1,1300000,313000,115.72,122000,431200,244000000,2557,0.000306,0.000277,98700000,685884.45,1.4,6610,0.752,89200,842.6
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_60GWd_4pct_1yr_full.o,H2O_60GWd_4pct_1yr,-1,H2O,1,-1,4,60,857.7,405000000,28500,2030000,2280,1580000,811000000,10500,127.2,45600,4.87E+24,2.8,153000000,86900000,2.14E+24,0.0025,0,230.2,35700,20100,78600000,20200,10500,6.84E+24,2030000,0,6.1,70.17,461000000,288.92,1460000000,613.4,1010000,88400000,2.6,1440,438000000,82.8,1.98,57,26700,1.98,52900,21500,4042.4,1.01E-21,1470000,111.06,1010000,111,1060000,596000,435.24,2030000,429600,1270000000,2715,0.000398,3.74,1370000000,1577388.57,1.4,28500,34.7,1430000,1903
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_60GWd_4pct_5yr_full.o,H2O_60GWd_4pct_5yr,-1,H2O,5,-1,4,60,707,314000000,25100,1640000,2140,1390000,629000000,9280,109.1,40800,4.87E+24,2.8,135000000,67400000,1.77E+24,0.0026,0,226.6,32200,17700,167000,17800,9280,6.84E+24,1640000,0,7.07,219.9,407000000,254.7,1180000000,613.4,818000,68800000,2.43,1457,386000000,259.48,1.88,58,23700,1.88,46900,20200,3826.46,1.01E-21,1490000,104.96,819000,105,1060000,587000,372.4,1640000,429600,1040000000,2715,0.00038,0.00795,1180000000,1392747.13,1.4,25100,28.6,1160000,1903
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_60GWd_4pct_20yr_full.o,H2O_60GWd_4pct_20yr,-1,H2O,20,-1,4,60,342.6,163000000,18100,847000,1880,1090000,325000000,7250,61.45,31100,4.88E+24,2.8,105000000,34800000,8.56E+23,0.0026,0,201.3,25400,12700,9120,12800,7250,6.84E+24,849000,0,12.9,574.3,317000000,193.36,667000000,613.4,423000,35900000,2.14,1501,302000000,677.67,1.72,59,27400,1.72,54500,17800,3381.62,1.01E-21,1530000,90.22,425000,90.2,1060000,521000,268.06,845000,429600,642000000,2714,0.000348,0.000435,664000000,1087081.06,1.4,18000,13.9,599000,1904
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_60GWd_4pct_80yr_full.o,H2O_60GWd_4pct_80yr,-1,H2O,80,-1,4,60,18.9,16000000,5740,92100,1710,899000,32000000,5990,6.17,18100,4.89E+24,2.8,87200000,3430000,4.72E+22,0.0027,0,125.3,17200,4000,6790,4110,5990,6.83E+24,97500,0,208,824,262000000,151.99,69600000,613.3,43200,4330000,1.97,1546,249000000,972.32,1.62,60,16100,1.62,31900,16200,3042.77,1.01E-21,1580000,77.19,51200,77.2,1050000,325000,203.2,86400,429600,294000000,2710,0.000328,0.000324,66700000,898708.57,1.4,5660,0.765,67000,1909
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_60GWd_5pct_1yr_full.o,H2O_60GWd_5pct_1yr,-1,H2O,1,-1,5,60,950.2,348000000,26400,2090000,2690,2200000,697000000,14700,95.39,45200,9.70E+24,2.8,214000000,74700000,2.37E+24,0.003,0,233.2,36600,18700,82900000,18700,14700,7.69E+24,2090000,0,5.04,83.51,644000000,497.82,1120000000,539.3,1050000,76900000,3.05,1483,611000000,98.54,2.22,61,36600,2.22,72600,25400,4818.44,1.01E-21,1510000,163.37,1050000,163,928000,604000,802.53,2090000,425900,1340000000,3054,0.000446,3.95,1030000000,2202447.33,1.4,26400,38.5,1480000,3786
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_60GWd_5pct_5yr_full.o,H2O_60GWd_5pct_5yr,-1,H2O,5,-1,5,60,783.3,265000000,23100,1590000,2530,1950000,531000000,13000,81.84,40400,9.70E+24,2.8,189000000,56800000,1.96E+24,0.003,0,229.7,33200,16300,179000,16300,13000,7.69E+24,1590000,0,5.92,249.4,570000000,443.52,887000000,539.3,796000,58800000,2.83,1495,541000000,294.29,2.1,62,32400,2.1,64100,23900,4590.54,1.01E-21,1520000,156.63,798000,157,928000,595000,692.86,1590000,425900,1100000000,3054,0.000427,0.00855,884000000,1949787.93,1.4,23000,31.7,1130000,3787
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_60GWd_5pct_20yr_full.o,H2O_60GWd_5pct_20yr,-1,H2O,20,-1,5,60,379.5,136000000,16600,684000,2240,1530000,273000000,10200,46.08,31500,9.70E+24,2.8,148000000,29200000,9.48E+23,0.0025,0,204.1,26900,11700,12800,11700,10200,7.69E+24,686000,0,11.2,641.8,447000000,347.54,501000000,539.3,341000,30800000,2.48,1528,424000000,757.32,1.91,63,25700,1.91,50900,21200,4115.95,1.01E-21,1560000,140.3,344000,140,928000,529000,512.68,682000,425900,720000000,3053,0.000389,0.000611,498000000,1529387.9,1.4,16500,15.4,484000,3788
/Users/jlconlin/Documents/PNAR/Light/PolySleeve/RBFMonteCarlo/Data/DN_H2O_60GWd_5pct_80yr_full.o,H2O_60GWd_5pct_80yr,-1,H2O,80,-1,5,60,20.93,13500000,5310,81800,2040,1280000,26900000,8500,4.63,20700,9.72E+24,2.8,124000000,2880000,5.23E+22,0.0026,0,127,20000,3670,9550,3840,8500,7.68E+24,92100,0,188,917.9,372000000,285.06,52900000,539.3,35000,4160000,2.27,1559,354000000,1083.12,1.79,64,21400,1.79,42300,19300,3753.32,1.01E-21,1590000,125.85,50600,126,928000,329000,404.69,70000,425900,399000000,3049,0.000364,0.000455,50000000,1275226.04,1.4,5190,0.847,61500,3793
